100002549116480,259085554118276
100002549116480,57613404340
100002549116480,333109469102
100002549116480,138666599478477
100002549116480,418857438262186
100002549116480,217958318331856
100002549116480,306464919460333
100002549116480,306957819315064
100002367608066,34557807182
100002367608066,167852083273193
100002367608066,57613404340
100002367608066,128618240509551
100002367608066,451515945000846
100002367608066,497786323638932
100002367608066,175612945807432
100002367608066,140696756039419
100000520322880,57613404340
100000520322880,261990443926123
100000520322880,501557923252164
100000520322880,357677394410369
100000520322880,164705337039381
100000520322880,724768884281261
100000520322880,212072168825525
100000520322880,118660601496600
100002545247741,739846592767827
100002545247741,57613404340
100002545247741,165829713559923
100002545247741,40605971876
100002545247741,194822060923
100002545247741,1620123334882451
100002545247741,308874489147573
100002545247741,20582614871
100000245816543,827776653917563
100000245816543,57613404340
100000245816543,910148612331514
100000245816543,207682572590840
100000245816543,572450339459633
100000245816543,200756436724055
100000245816543,256759891030506
100000245816543,881053471914054
100008255977118,148795161989461
100008255977118,57613404340
100008255977118,203510856464050
100008255977118,287683804766083
100008255977118,310430657198
100008255977118,328698687336484
100008255977118,589937561136615
100008255977118,488578231204600
100003795271579,57613404340
100003795271579,604461276333008
100003795271579,1511096155841274
100003795271579,509255995753664
100003795271579,502865886437763
100003795271579,338106409614728
100003795271579,299363116858012
100003795271579,1418654508391924
100000160231356,57613404340
100000160231356,249133175155741
100000160231356,130735620380146
100000160231356,1436485233232286
100000160231356,155857721196397
100000160231356,319827798112991
100000160231356,441823792494325
100000160231356,299297260154537
100000206911804,57613404340
100000206911804,368187896633626
100000206911804,161789327743
100000206911804,1458700344364224
100000206911804,547962611905672
100000206911804,280653185363304
100000206911804,227402114096695
100000206911804,1441051396139952
100003202404238,57613404340
100003202404238,189066971129553
100003202404238,753969391364629
100003202404238,347538205276116
100003202404238,248740315197142
100003202404238,412160188906217
100003202404238,219524394728317
100003202404238,1544180285805412
100003669434264,1538001503119193
100003669434264,57613404340
100003669434264,146196476050
100003669434264,114016181979317
100003669434264,48046200539
100003669434264,322398166570
100003669434264,110431863354
100003669434264,141584589185157
100005072837762,231976550159646
100005072837762,286654148040451
100005072837762,168918689004
100005072837762,112041615517221
100005072837762,57613404340
100005072837762,140237442671408
100005072837762,228448782279
100005072837762,996370877044157
100002549551550,284712654981460
100002549551550,542918065796927
100002549551550,372121906219067
100002549551550,550497608314092
100002549551550,245406755592524
100002549551550,230639900343409
100002549551550,1451426801797964
100002549551550,286699834868973
100001765041865,382077115216329
100001765041865,212761028784077
100001765041865,102954753119805
100001765041865,110958532292955
100001765041865,100686060059534
100001765041865,57613404340
100001765041865,352803031466520
100001765041865,231589466965429
100001159245817,57613404340
100001159245817,137344156280957
100001159245817,716591005061281
100001159245817,380996552047085
100001159245817,117404158169
100001159245817,511040835602784
100001159245817,119576904728174
100001159245817,351437631624090
100005560211641,57613404340
100005560211641,365287220249424
100005560211641,455763247792448
100005560211641,226000180790699
100005560211641,153859831365009
100005560211641,547248902004754
100005560211641,299824476769323
100005560211641,260648057386834
100008299401506,57613404340
100008299401506,545677512140797
100008299401506,1511096155841274
100008299401506,137496523101653
100008299401506,430045797083623
100008299401506,345045695560584
100008299401506,310500129031310
100008299401506,331109326972674
100007958049174,226214187394316
100007958049174,433319070041470
100007958049174,687418834684610
100007958049174,820256701373337
100007958049174,155198887875980
100007958049174,276714495836189
100007958049174,1483017845313893
100007958049174,233237356870792
100002231498378,259085554118276
100002231498378,57613404340
100002231498378,1573953576178046
100002231498378,388365307999284
100002231498378,769461606401162
100002231498378,280005982153006
100002231498378,534086640026981
100002231498378,59052207960
100000405105912,57613404340
100000405105912,176138499249039
100000405105912,1495882017301054
100000405105912,1511096155841274
100000405105912,183329968541150
100000405105912,545871932178864
100000405105912,249841595202729
100000405105912,220501264770576
100004214827799,57613404340
100004214827799,600073040009454
100004214827799,726081827407477
100004214827799,163086120421132
100004214827799,127242273953169
100004214827799,121379808024543
100004214827799,195317517164610
100004214827799,673416369339805
100003781029928,275682155889129
100003781029928,175148852528596
100003781029928,57613404340
100003781029928,1461107274152899
100003781029928,199015646792957
100003781029928,406472939394811
100003781029928,569236746471199
100003781029928,206647299350150
100008860114931,111171231520
100008860114931,211037402285285
100008860114931,57613404340
100008860114931,102954753119805
100008860114931,259085554118276
100008860114931,141391055983739
100008860114931,117785915035514
100008860114931,746131552138267
100000449931563,147822858610710
100000449931563,57613404340
100000449931563,64423406088
100000449931563,515415911834787
100000449931563,148689051920206
100000449931563,164304297018498
100000449931563,214761168655156
100000449931563,216643495085499
100002531331341,167474846596252
100002531331341,86984901388
100002531331341,57613404340
100002531331341,22552855101
100002531331341,260648057386834
100002531331341,896420543723268
100002531331341,117404158169
100002531331341,354487984641189
100003855600257,57613404340
100003855600257,1456505354584068
100003855600257,263195130513286
100003855600257,904822409531507
100003855600257,445727812160253
100003855600257,231932470301632
100003855600257,265540190293322
100003855600257,1421527084749136
100007778252764,796781493679518
100007778252764,566201436777851
100007778252764,698391640250103
100007778252764,117177215109864
100007778252764,1484526128486177
100007778252764,166785756719370
100007778252764,320274318097279
100007778252764,292519084243188
100006841022844,155857721196397
100006841022844,1436485233232286
100006841022844,130735620380146
100006841022844,249133175155741
100006841022844,57613404340
100006841022844,286112078156212
100006841022844,167474846596252
100006841022844,199442533555779
100000571570746,130735620380146
100000571570746,249133175155741
100000571570746,57613404340
100000571570746,1439112526366281
100000571570746,328991007225830
100000571570746,545199132274105
100000571570746,587651391369949
100000571570746,1485444525062187
100003372207149,57613404340
100003372207149,794471060619408
100003372207149,191428787550441
100003372207149,182099101856685
100003372207149,193480161484
100003372207149,180219322065476
100003372207149,519103394808830
100003372207149,111884655554264
100006886151274,57613404340
100006886151274,249133175155741
100006886151274,155857721196397
100006886151274,130735620380146
100006886151274,1436485233232286
100006886151274,200297606803350
100006886151274,184550356791
100006886151274,287071681308958
